model,audio,threads,repetition,audio_seconds,inference_seconds,rtf,hypothesis,hypothesis_hash,same_as_threads4_baseline
F32,audio01(dolor toracico).wav,8,2,19.690666666666665,0.7649532499999623,0.03884851960319419,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today.",7bd5b8000116013116e26c5686a76b274bfcc24006a104ad12cd23e88aa852ef,True
F32,audio01(dolor toracico).wav,8,3,19.690666666666665,0.7684403749999547,0.03902561492754374,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today.",7bd5b8000116013116e26c5686a76b274bfcc24006a104ad12cd23e88aa852ef,True
F32,audio03(accidente).wav,1,1,16.597333333333335,0.8800690830003077,0.05302472784786558,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,1,2,16.597333333333335,0.8973832500000753,0.05406791753695826,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,1,3,16.597333333333335,0.8479252500001166,0.05108804125161371,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,2,1,16.597333333333335,0.7979062919998796,0.04807436688623953,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,2,2,16.597333333333335,0.8390159159998802,0.050551248152306404,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,2,3,16.597333333333335,0.8081188750002184,0.04868968157536662,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,4,1,16.597333333333335,0.7820724590001191,0.047120368272018744,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,4,2,16.597333333333335,0.8276872079995883,0.049868686214628144,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,4,3,16.597333333333335,0.7854157500000838,0.047321803703411214,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,8,1,16.597333333333335,0.7289426669999557,0.04391926415889835,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,8,2,16.597333333333335,0.754205125000226,0.04544134348892749,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio03(accidente).wav,8,3,16.597333333333335,0.7521240829996714,0.045315959370963485,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.",e97103aa18c118c93fe26d8a8337e65d6fbde8f8efa72aa880ae0452ff8bc001,True
F32,audio07(respiracion).wav,1,1,22.656,0.8710812919998716,0.03844815024716948,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,1,2,22.656,0.9245095830001446,0.04080639049259113,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,1,3,22.656,0.8999090420002176,0.03972056152896441,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,2,1,22.656,0.849897625000267,0.03751313669669258,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,2,2,22.656,0.8615618329999961,0.038027976385946155,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,2,3,22.656,0.8726914170001692,0.038519218617592214,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,4,1,22.656,0.8310563340000954,0.03668151191737709,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,4,2,22.656,0.8392395420000867,0.03704270577330891,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,4,3,22.656,0.8097712079998018,0.0357420201271099,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,8,1,22.656,0.7727880000002187,0.03410963983051813,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,8,2,22.656,0.7866567080000095,0.0347217826624298,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
F32,audio07(respiracion).wav,8,3,22.656,0.7773794159998033,0.03431229766948284,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,63736b7a57403c3e12bb6f4e6ebcf96ffb1527f20e7cb9d3b8952955744c59c2,True
Q4_0,audio01(dolor toracico).wav,1,1,19.690666666666665,0.7202476669999669,0.03657812501692682,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,1,2,19.690666666666665,0.6959064160000707,0.03534194284940771,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,1,3,19.690666666666665,0.6997856660000252,0.03553895243093303,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,2,1,19.690666666666665,0.6234157500002766,0.03166046942715381,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,2,2,19.690666666666665,0.6361677079999026,0.032308083762183575,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,2,3,19.690666666666665,0.6425578329999553,0.03263260934114074,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,4,1,19.690666666666665,0.5694949580001776,0.028922076008947264,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,4,2,19.690666666666665,0.591110166999897,0.030019814819198458,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,4,3,19.690666666666665,0.5093170420000206,0.02586591153169119,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,8,1,19.690666666666665,0.5244045409999671,0.02663213744244145,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,8,2,19.690666666666665,0.5379507919997195,0.02732009033042996,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio01(dolor toracico).wav,8,3,19.690666666666665,0.5215570000000298,0.026487523699893174,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",dc0e7632700ca3b04d52e42a250d44540253a61df6050f9fb42df90bc842b9dd,True
Q4_0,audio03(accidente).wav,1,1,16.597333333333335,0.6601994579996244,0.03977744163718817,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,1,2,16.597333333333335,0.6584312920003867,0.039670908499380625,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,1,3,16.597333333333335,0.6537503330000618,0.03938887771128264,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,2,1,16.597333333333335,0.5676135409999006,0.03419908063543745,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,2,2,16.597333333333335,0.5636431670000093,0.03395986305028976,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,2,3,16.597333333333335,0.5753785419997257,0.03466692693603746,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,4,1,16.597333333333335,0.5455820410002161,0.03287166860139477,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,4,2,16.597333333333335,0.5241987920003339,0.03158331410670392,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,4,3,16.597333333333335,0.5317802499998834,0.03204010182357909,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,8,1,16.597333333333335,0.4858945420000964,0.029275458427062362,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,8,2,16.597333333333335,0.48598374999983207,0.029280833266378054,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio03(accidente).wav,8,3,16.597333333333335,0.5003071249998357,0.030143825815382125,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,251099c50409c663b6269997c00416f60d9b2a63c8a78c345bae25cdd0752a12,True
Q4_0,audio07(respiracion).wav,1,1,22.656,0.7118542499997602,0.031420120497870775,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,1,2,22.656,0.695099499999742,0.030680592337559234,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,1,3,22.656,0.7059212080002908,0.031158245409617355,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,2,1,22.656,0.613522500000272,0.02707991260594421,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,2,2,22.656,0.6193406249999498,0.02733671543961643,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,2,3,22.656,0.6185007500002939,0.02729964468574744,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,4,1,22.656,0.5820457499999065,0.025690578654656893,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,4,2,22.656,0.5605376670000624,0.02474124589512987,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,4,3,22.656,0.5623079160000088,0.02481938188559361,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,8,1,22.656,0.5183567500002937,0.022879446945634433,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,8,2,22.656,0.5581900839997616,0.024637627295187217,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
Q4_0,audio07(respiracion).wav,8,3,22.656,0.5170162499998696,0.022820279396180688,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,8fafbbccb7a851c46b074d5fafaec51fd846b99e955058a4c58356a989e39d6e,True
