format,tensor,tensor_type,shape,n,mae,median_abs_error,max_abs_error,rmse,relative_error_mean,relative_error_median,relative_error_max,relative_threshold,bound_valid_weights,bound_pass_count,bound_pass_percent,bound_ratio_mean,bound_ratio_median,bound_ratio_max
F16,encoder.blocks.0.attn.key.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.0.attn.value.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.0.attn.out.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.1.mlp.0.weight,F16,512x2048,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.1.mlp.2.weight,F16,2048x512,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.1.attn.query.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.1.attn.key.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.1.attn.value.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.1.attn.out.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.2.mlp.0.weight,F16,512x2048,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.2.mlp.2.weight,F16,2048x512,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.2.attn.query.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.2.attn.key.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.2.attn.value.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.2.attn.out.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.3.mlp.0.weight,F16,512x2048,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.3.mlp.2.weight,F16,2048x512,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.3.attn.query.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.3.attn.key.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.3.attn.value.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.3.attn.out.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.4.mlp.0.weight,F16,512x2048,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.4.mlp.2.weight,F16,2048x512,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.4.attn.query.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.4.attn.key.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.4.attn.value.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.4.attn.out.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.5.mlp.0.weight,F16,512x2048,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.5.mlp.2.weight,F16,2048x512,1048576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.5.attn.query.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.5.attn.key.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.5.attn.value.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
F16,encoder.blocks.5.attn.out.weight,F16,512x512,262144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
Q8_0,decoder.token_embedding.weight,Q8_0,512x51865,26554880,0.00012702101289715654,0.00011324882507324219,0.001190185546875,0.00016045544128370697,0.023333513281321872,0.005909128020901371,1.0,1e-08,26554880,26369688,99.30260652655933,0.48577233785484325,0.4836392657621708,1.1219512195121952
Q8_0,decoder.blocks.0.mlp.0.weight,Q8_0,512x2048,1048576,0.00011171974335866253,0.00010585784912109375,0.00077056884765625,0.0001340958784859889,0.025663163502900155,0.006227127153772492,1.0,1e-08,1048576,1041335,99.30944442749023,0.48638756856495924,0.4841805559351129,1.102439024390244
Q8_0,decoder.blocks.0.mlp.2.weight,Q8_0,2048x512,1048576,0.00010116080738953315,9.393692016601562e-05,0.0009355545043945312,0.00012325867772782916,0.028159625646945966,0.006853991596638655,1.0,1e-08,1048576,1041788,99.35264587402344,0.4857036971681671,0.48366013071895425,1.0962419798350138
Q8_0,decoder.blocks.0.attn.query.weight,Q8_0,512x512,262144,0.00019576708677959687,0.0001621246337890625,0.001468658447265625,0.00025134242755473526,0.031044909666741533,0.0074656154829721485,1.0,1e-08,262144,260502,99.37362670898438,0.4863766512250964,0.4836805789257474,1.0978956999085088
Q8_0,decoder.blocks.0.attn.key.weight,Q8_0,512x512,262144,0.00020377659848236362,0.0001659393310546875,0.001438140869140625,0.0002651489657819821,0.032763139414600406,0.007741027445460943,1.0,1e-08,262144,260603,99.41215515136719,0.48626331340941703,0.4842105263157895,1.1007751937984496
Q8_0,decoder.blocks.0.attn.value.weight,Q8_0,512x512,262144,8.695750648257672e-05,7.796287536621094e-05,0.0006866455078125,0.00010723697200548543,0.02709060506868395,0.006644566471402968,1.0,1e-08,262144,260434,99.34768676757812,0.48620313366780854,0.48475245884563206,1.1007751937984496
Q8_0,decoder.blocks.0.attn.out.weight,Q8_0,512x512,262144,8.111234365060227e-05,7.05718994140625e-05,0.000858306884765625,0.0001015543952878254,0.027716081646388224,0.006595477386934673,1.0,1e-08,262144,260403,99.33586120605469,0.48536952078213524,0.4826665255899871,1.1142284569138277
Q8_0,decoder.blocks.0.cross_attn.query.weight,Q8_0,512x512,262144,0.00011954104138567345,0.000102996826171875,0.0009474754333496094,0.00015216107301570532,0.04293424040610877,0.007105874894336433,1.0,1e-08,262144,260494,99.37057495117188,0.48440789553082,0.48152866242038217,1.1121951219512196
Q8_0,decoder.blocks.0.cross_attn.key.weight,Q8_0,512x512,262144,0.00011277460589553812,9.274482727050781e-05,0.0019073486328125,0.00015329176293657232,0.029353752503954316,0.006747159090909091,1.0,1e-08,262144,260373,99.32441711425781,0.48657862049313705,0.4841092325978532,1.08843537414966
Q8_0,decoder.blocks.0.cross_attn.value.weight,Q8_0,512x512,262144,7.69337559631822e-05,6.914138793945312e-05,0.000537872314453125,9.480302672007646e-05,0.027635602376597936,0.00653485254691689,1.0,1e-08,262144,260317,99.30305480957031,0.4860328727877733,0.48412926955141766,1.0962419798350138
Q8_0,decoder.blocks.0.cross_attn.out.weight,Q8_0,512x512,262144,7.219165763672208e-05,6.508827209472656e-05,0.0009975433349609375,8.948676828400971e-05,0.02753727004511839,0.006681943244258479,1.0,1e-08,262144,260446,99.35226440429688,0.4864202607787535,0.4851235501765003,1.0915750915750915
Q8_0,decoder.blocks.1.mlp.0.weight,Q8_0,512x2048,1048576,0.00011359714108039043,0.00010704994201660156,0.00089263916015625,0.0001366223292385693,0.025955268954926645,0.006336978131212724,1.0,1e-08,1048576,1041481,99.32336807250977,0.4855948087868861,0.4835330108098828,1.098153547133139
Q8_0,decoder.blocks.1.mlp.2.weight,Q8_0,2048x512,1048576,0.00010553328672813223,9.918212890625e-05,0.001430511474609375,0.00012810475087494873,0.0280791002024496,0.006822386679000925,1.0,1e-08,1048576,1041765,99.3504524230957,0.48631393819564295,0.48434731246308327,1.1555555555555554
Q8_0,decoder.blocks.1.attn.query.weight,Q8_0,512x512,262144,0.00011144142058583384,8.106231689453125e-05,0.00130462646484375,0.0001535598569395539,0.21849886222186027,0.011189372325249643,1.0,1e-08,262144,260814,99.49264526367188,0.4676307909123259,0.4544600574558034,1.1202346041055717
Q8_0,decoder.blocks.1.attn.key.weight,Q8_0,512x512,262144,0.00011505129327815666,8.440017700195312e-05,0.0010395050048828125,0.00015594243983692538,0.23139987288037506,0.01083007266629402,1.0,1e-08,262144,260831,99.49913024902344,0.45914193714995016,0.4401577724362534,1.0887804878048781
Q8_0,decoder.blocks.1.attn.value.weight,Q8_0,512x512,262144,9.573309762345161e-05,8.392333984375e-05,0.0005702972412109375,0.00011923980907737063,0.219254795445336,0.011067708333333334,1.0,1e-08,262144,260882,99.51858520507812,0.47640671155260894,0.4681182402138065,1.096774193548387
Q8_0,decoder.blocks.1.attn.out.weight,Q8_0,512x512,262144,8.255320358330209e-05,6.878376007080078e-05,0.001338958740234375,0.00010819361396652866,0.02847798879512603,0.006787011340415575,1.0,1e-08,262144,260395,99.33280944824219,0.4864765870437706,0.48519040902679833,1.1272727272727272
Q8_0,decoder.blocks.1.cross_attn.query.weight,Q8_0,512x512,262144,0.00011384062077013368,0.00010585784912109375,0.0006618499755859375,0.000138418347166304,0.03262147052779365,0.006694839857651245,1.0,1e-08,262144,260376,99.3255615234375,0.48572554648489225,0.4835567619572727,1.084870848708487
Q8_0,decoder.blocks.1.cross_attn.key.weight,Q8_0,512x512,262144,0.00011123346280328406,0.00010013580322265625,0.0007271766662597656,0.00013658912063418824,0.026710254527001192,0.006476683937823834,1.0,1e-08,262144,260366,99.32174682617188,0.48555501550711827,0.4842454394693201,1.0944498539435248
Q8_0,decoder.blocks.1.cross_attn.value.weight,Q8_0,512x512,262144,8.435053064204112e-05,7.82012939453125e-05,0.0005970001220703125,0.00010237707022812837,0.02714578347064366,0.006435476618705036,1.0,1e-08,262144,260289,99.29237365722656,0.4858797953680011,0.4838621395907269,1.0962419798350138
Q8_0,decoder.blocks.1.cross_attn.out.weight,Q8_0,512x512,262144,7.702777133999916e-05,7.033348083496094e-05,0.000782012939453125,9.490973371525902e-05,0.026946892266926814,0.006601362862010221,1.0,1e-08,262144,260292,99.29351806640625,0.4861904254042031,0.4842105263157895,1.1420911528150135
Q8_0,decoder.blocks.2.mlp.0.weight,Q8_0,512x2048,1048576,0.0001088934784547746,0.00010204315185546875,0.00201416015625,0.00013299344164479968,0.026392914154809058,0.006401770105420359,1.0,1e-08,1048576,1041628,99.33738708496094,0.48588596830613096,0.48388889420596665,1.0962962962962963
Q8_0,decoder.blocks.2.mlp.2.weight,Q8_0,2048x512,1048576,0.00010469525369671828,9.72747802734375e-05,0.0037136077880859375,0.000128913585245677,0.02876698718123775,0.006990425912670007,1.0,1e-08,1048576,1041902,99.36351776123047,0.4865907931441786,0.48484848484848486,1.102439024390244
Q8_0,decoder.blocks.2.attn.query.weight,Q8_0,512x512,262144,0.00016335550935764331,0.0001373291015625,0.00128936767578125,0.0002075172502511935,0.05341534198133674,0.006906758756783424,1.0,1e-08,262144,260361,99.31983947753906,0.4842957447990606,0.4806900773479168,1.0912442396313364
Q8_0,decoder.blocks.2.attn.key.weight,Q8_0,512x512,262144,0.00014945607222216495,0.00010991096496582031,0.0026397705078125,0.0002214434290121077,0.05755984410489658,0.0073836905384213275,1.0,1e-08,262144,260523,99.38163757324219,0.4818296920042374,0.4781395348837209,1.09126213592233
Q8_0,decoder.blocks.2.attn.value.weight,Q8_0,512x512,262144,7.911754732958798e-05,6.532669067382812e-05,0.0007457733154296875,0.00010122068032046208,0.0460506037575564,0.00691699604743083,1.0,1e-08,262144,260411,99.33891296386719,0.4857541245989897,0.4830917874396135,1.1345029239766082
Q8_0,decoder.blocks.2.attn.out.weight,Q8_0,512x512,262144,7.497439673898043e-05,6.437301635742188e-05,0.00150299072265625,9.610473466886581e-05,0.03461626990874837,0.007520408923307138,1.0,1e-08,262144,260528,99.383544921875,0.48611063175877167,0.4835683380276836,1.0972762645914398
Q8_0,decoder.blocks.2.cross_attn.query.weight,Q8_0,512x512,262144,0.00010635128955982509,9.632110595703125e-05,0.0008449554443359375,0.00013077236900686085,0.02942197965302848,0.006720430107526882,1.0,1e-08,262144,260450,99.35379028320312,0.4856511263434812,0.48357005272296516,1.11587147030185
Q8_0,decoder.blocks.2.cross_attn.key.weight,Q8_0,512x512,262144,0.00010433901411488478,9.298324584960938e-05,0.0007066726684570312,0.00012972538867655857,0.02772150858400893,0.006657923861463153,1.0,1e-08,262144,260390,99.33090209960938,0.4870930894305513,0.4850498338870432,1.0972762645914398
Q8_0,decoder.blocks.2.cross_attn.value.weight,Q8_0,512x512,262144,8.427911757280526e-05,7.62939453125e-05,0.0008392333984375,0.00010412886113606011,0.02880365779671449,0.006659563132658497,1.0,1e-08,262144,260416,99.3408203125,0.48566770898769174,0.4831532104259377,1.0922509225092252
Q8_0,decoder.blocks.2.cross_attn.out.weight,Q8_0,512x512,262144,7.660400819986535e-05,6.794929504394531e-05,0.00101470947265625,9.695191786907659e-05,0.027256342534340162,0.0065625,1.0,1e-08,262144,260346,99.31411743164062,0.4853938188656255,0.4835164835164835,1.1072124756335282
Q8_0,decoder.blocks.3.mlp.0.weight,Q8_0,512x2048,1048576,0.00010920842538553188,0.00010216236114501953,0.001232147216796875,0.00013212311125229803,0.026814529091574203,0.006468023255813953,1.0,1e-08,1048576,1041648,99.33929443359375,0.4856732025833558,0.48337028824833705,1.1007751937984496
Q8_0,decoder.blocks.3.mlp.2.weight,Q8_0,2048x512,1048576,0.00010085656413139077,9.369850158691406e-05,0.0012454986572265625,0.00012286570539700353,0.028921464861574233,0.006999077840048608,1.0,1e-08,1048576,1042106,99.38297271728516,0.4859000495320335,0.4837465564738292,1.1121951219512196
Q8_0,decoder.blocks.3.attn.query.weight,Q8_0,512x512,262144,0.00013794863798466395,0.00012302398681640625,0.0009489059448242188,0.00017024685819368073,0.03365320016420589,0.006641750720461095,1.0,1e-08,262144,260391,99.33128356933594,0.48577941031007366,0.4834331910211794,1.118048780487805
Q8_0,decoder.blocks.3.attn.key.weight,Q8_0,512x512,262144,0.00013842490989190992,0.0001220703125,0.0012054443359375,0.00017321971397097006,0.03584747953972284,0.006802531398947792,1.0,1e-08,262144,260371,99.32365417480469,0.4862514580962263,0.4846686449060336,1.088356729975227
Q8_0,decoder.blocks.3.attn.value.weight,Q8_0,512x512,262144,8.794835071057605e-05,8.082389831542969e-05,0.0006694793701171875,0.00010734948849713748,0.033795368283308286,0.0068242343541944075,1.0,1e-08,262144,260377,99.32594299316406,0.4861274131315908,0.4839974391805377,1.099630996309963
Q8_0,decoder.blocks.3.attn.out.weight,Q8_0,512x512,262144,7.793245754328382e-05,6.866455078125e-05,0.0008258819580078125,9.774880406082973e-05,0.02651460821277612,0.006499169435215947,1.0,1e-08,262144,260313,99.30152893066406,0.48638268485473957,0.4857334099062426,1.102439024390244
Q8_0,decoder.blocks.3.cross_attn.query.weight,Q8_0,512x512,262144,0.00011878726058967004,0.00011038780212402344,0.0007300376892089844,0.0001441999100364546,0.02808618565358037,0.006758292119482175,1.0,1e-08,262144,260454,99.35531616210938,0.48571295930591973,0.4831168831168831,1.092896174863388
